coursenumber,career,condition,daytime,description,instructor,location,name,section,sectionid,subsections,type
SOCI29998,Undergraduate,Open,Thu : 04:30 PM-06:20 PM,"This required yearlong course is a forum for students who are majoring in sociology to present their BA papers. Students attend the seminar in Spring Quarter of their third year and in Autumn and Winter Quarters of their fourth year. They may enroll during any one of these quarters, but must attend all three. They submit a completed thesis during Spring Quarter of their fourth year. Students who are not graduating in June should participate in three quarters of the senior seminar in the twelve months before graduation. Students who plan to study abroad during Spring Quarter of their third year should consult with the Undergraduate Program Chair well in advance of their trip. For a general statement about the BA paper, students should obtain the brochure Undergraduate Program in Sociology in the departmental office. Prerequisite(s): Open only to students who are majoring in sociology. Note(s): Must be taken for a quality grade.",Jenny Trinitapoli,TBA,Sociology B.A. Thesis Seminar,1,[42082],"[{'sectionname': 'Section 1D01 [42083] - DIS Open', 'daytime': 'Thu : 04:30 PM-06:20 PM', 'instructor': 'Staff'}]",LEC
SOCI30005,Graduate,Open,Tue Thu : 09:00 AM-10:20 AM,"This second quarter course covers contingency tables, OLS regression methods, missing data, scale construction and logistic models.",Xi Song,TBA,Statistical Methods of Research- 2,1,[42086],[],SEM
SOCI30007,Graduate,Open,Tue : 01:30 PM-02:50 PM,A required seminar that will meet over two quarters. Doctoral students in Sociology are required to take this seminar in both their second and third years. Second-year students will focus on developing a project for their Qualifying Paper. Third-year students will start from a completed Qualifying Paper and revise it for presentation at professional meetings and possible publication. Some students may move on to developing grant proposals or a first draft of a dissertation proposal.,Jenny Trinitapoli,TBA,Second/Third Year Writing Seminar-2,2,[42088],[],SEM
SOCI30103,Graduate,Closed,Tue Thu : 12:00 PM-01:20 PM,"Social stratification is the unequal distribution of the goods that members of a society value (e.g., earnings, income, authority, political power, status, prestige). This course introduces various sociological perspectives about stratification. We look at major patterns of inequality throughout human history, how they vary across countries, how they are formed and maintained, how they come to be seen as legitimate and desirable, and how they affect the lives of individuals within a society. The readings incorporate classical theoretical statements, contemporary debates, and recent empirical evidence.",Ross M Stolzenberg,TBA,Social Stratification,1,[54209],[],LEC
SOCI30107,Graduate,Open,Wed : 01:30 PM-04:20 PM,"After briefly reviewing several biological and psychological approaches to human sexuality as points of comparison, this course explores the sociological perspective on sexual conduct and its associated beliefs and consequences for individuals and society. Substantive topics include gender relations; life-course perspectives on sexual conduct in youth, adolescence, and adulthood; social epidemiology of sexually transmitted infections (e.g., AIDS); sexual partner choice and turnover; and the incidence/prevalence of selected sexual practices.",Edward O Laumann,TBA,Sociology Of Human Sexuality,1,[42046],[],LEC
SOCI30112,Graduate,Closed,Mon : 09:30 AM-12:20 PM,"A number of diverse methodological problems such as correlates of change, analysis of multi-level data, and certain aspects of meta-analysis share a common feature—a hierarchical structure. The hierarchical linear model offers a promising approach to analyzing data in these situations. This course will survey the methodological literature in this area, and demonstrate how the hierarchical linear model can be applied to a range of problems.",Stephen Raudenbush,TBA,Appl Hierarchical Linear Model,1,[42048],[],LEC
SOCI30157,Graduate,Open,Wed : 03:00 PM-05:50 PM,"This course examines mathematical models and related analyses of social action, emphasizing a rational-choice perspective. About half the lectures focus on models of collective action, power, and exchange as developed by Coleman, Bonacich, Marsden, and Yamaguchi. Then the course examines models of choice over the life course, including rational and social choice models of marriage, births, friendship networks, occupations, and divorce. Both behavioral and analytical models are surveyed.",Kazuo Yamaguchi,TBA,Mathematical Models,1,[42062],[],SEM
SOCI30192,Graduate,Open,Tue Thu : 10:30 AM-11:50 AM,"From at least the Renaissance until some time around the middle of the twentieth century, social class was the pre-eminent, generalized determinant of life chances in European and, eventually, American societies. Social class had great effect on one's social standing; economic well-being; political power; access to knowledge; and even longevity, health, and height. In that time, there was hardly an aspect of life that was not profoundly influenced by social class. In the ensuing period, the effects of social class have receded greatly, and perhaps have even vanished. In their place formal schooling has become the great generalized influence over who gets access to the desiderata of social life, including food, shelter, political power, and medical care. So it is that schooling is sociologically interesting for reasons that go well beyond education. The purpose of this course is to review what is known about the long-term effects of schooling.",Ross M Stolzenberg,TBA,The Effects of Schooling,1,[42067],[],LEC
SOCI30233,Graduate,Closed,Wed : 01:30 PM-04:20 PM,"This survey course in the sociology of race offers a socio-historical investigation of race in American society. We will examine issues of race, ethnic and immigrant settlement in the United States. Also, we shall explore the classic and contemporary literature on race and inter-group dynamics. Our investigative tools will include an analysis of primary and secondary sources, multimedia materials, photographic images, and journaling. While our survey will be broad, we will treat Chicago and its environs as a case study to comprehend the racial, ethnic, and political challenges in the growth and development of a city.",Sharon Hicks-Bartlett,Edelstone Hall 151,Race in Contemporary American Society,1,[42075],[],SEM
SOCI30252,Graduate,Open,Mon Wed : 04:30 PM-05:50 PM,"Activists from Balzac, Jane Jacobs, and others today seek to change the world using the arts. Ignored by most social science theories, these new cultural initiatives and policies are increasing globally. Urban planning and architecture policies, walking and parades, posters and demonstrations, new coffee shops and storefront churches reinforce selective development of specific cities and neighborhoods. These transform our everyday social environments into new types of scenes. They factor into crucial decisions, about where to work, to open a business, to found a political activist group, to live, what political causes to support, and more. The course reviews new case studies and comparative analyses from China to Chicago to Poland that detail these processes. Students are encouraged to explore one type of project.",Terry N Clark,TBA,Urban Innovation: Cultural Place Making and Scenescapes,1,[42077],[],LEC
SOCI30257,Graduate,Closed,Fri : 01:30 PM-04:20 PM,"The term “Third World” has become outmoded and politically incorrect. The category has become increasingly differentiated over time, and academic discourse has shifted its focus from difference to integration in the form of “globalization.” If, today, it would appear naïve to use the term indiscriminately, it would be equally naïve to dispense with it altogether. We continue to make the distinction between “first” and “third” worlds (although using different, euphemistic terms) because it marks real differences between domains. In this course, we take up the difference in urban structures and processes. We will consider the “Third World city” a meaningful analytical category—to be distinguished, on the one hand, from the “First World” cities that inform so much of urban sociology, and, on the other, from global cities. We will spend the course discussing how and why these cities are different. In particular, we will talk about their explosive growth in the twentieth century, the precarious nature of urban employment, informal settlement as a major urban form, the housing divide as a social structure distinct to such cities, class formation, the impact of neoliberal reforms, democratization, urban spatial restructuring in the 1990s, and urban politics. You will be expected to conduct extensive research on a Third World city of your choice.",Marco Garrido,TBA,The Third World City,1,[42079],[],SEM
